Country,City,Year,MeanTemperature,TemperatureVariation
US,Wilkes Barre,2011,10.560121765601219,46.611111111111114
Romania,Bucharest,1995,10.560121765601219,36.388888888888886
US,Seattle,2000,10.561020036429873,23.833333333333332
Bulgaria,Sofia,1999,10.561355311355312,40.22222222222223
US,Erie,2019,10.564840182648403,48.111111111111114
US,Pittsburgh,2000,10.567091681845781,39.666666666666664
US,Akron Canton,1999,10.570054945054945,45.33333333333333
US,Akron Canton,2010,10.570776255707763,41.22222222222222
US,Columbus,2020,10.573383084577115,32.0
US,South Bend,2010,10.574429223744293,42.277777777777786
US,Colorado Springs,2015,10.578234398782344,39.55555555555556
US,Goodland,2018,10.578995433789954,43.388888888888886
US,Chicago,2018,10.583561643835617,49.72222222222222
North Korea,Pyongyang,2001,10.583561643835617,48.3888888888889
US,Portland,1999,10.587148962148962,46.111111111111114
US,Eugene,2008,10.591117216117217,33.0
US,Allentown,2014,10.592541856925418,41.88888888888889
US,Lincoln,2019,10.593302891933028,50.55555555555556
Belgium,Brussels,2008,10.594414086217364,28.444444444444446
US,Denver,2010,10.600152207001523,46.72222222222223
US,Rochester,1998,10.602031394275162,36.38888888888889
US,Akron Canton,2001,10.603044140030441,38.94444444444445
Switzerland,Zurich,2019,10.603837821108016,30.888888888888893
US,Wilkes Barre,2002,10.608024691358025,37.44444444444445
US,Cleveland,1995,10.612328767123287,44.833333333333336
Switzerland,Zurich,2015,10.612637362637363,32.38888888888889
North Korea,Pyongyang,2000,10.616497383810403,42.72222222222222
US,Dayton,2008,10.616910866910867,42.55555555555556
US,Denver,2001,10.618112633181127,42.66666666666667
North Korea,Pyongyang,2010,10.620573870573871,44.05555555555556
US,Fort Wayne,2002,10.622222222222222,41.27777777777778
Slovakia,Bratislava,2001,10.622222222222224,38.61111111111111
The Netherlands,Amsterdam,1998,10.62357648507233,27.611111111111114
Switzerland,Zurich,2014,10.626221001221003,32.833333333333336
North Korea,Pyongyang,1995,10.62709284627093,37.333333333333336
US,Portland,2014,10.627549467275495,45.38888888888889
Belgium,Brussels,1997,10.629223744292238,37.888888888888886
US,Wilkes Barre,2010,10.631202435312025,40.5
US,Indianapolis,1996,10.631925313743496,49.611111111111114
US,Erie,2001,10.635887965527855,36.44444444444444
US,Omaha,2019,10.636529680365298,53.33333333333334
US,Detroit,2007,10.636752136752136,45.66666666666667
US,Buffalo,2016,10.639647844565879,46.27777777777778
The Netherlands,Amsterdam,2001,10.640791476407916,28.222222222222225
Albania,Tirana,2020,10.644278606965175,19.11111111111111
Switzerland,Geneva,2001,10.647945205479452,31.111111111111114
US,Cleveland,2005,10.648858447488585,40.94444444444444
US,Bridgeport,2000,10.64936247723133,39.83333333333333
US,Bridgeport,2003,10.652777777777779,39.27777777777778
US,Detroit,2011,10.659817351598173,45.166666666666664
Switzerland,Bern,2018,10.661728395061727,34.833333333333336
US,Yakima,2001,10.661796042617961,32.77777777777778
US,Omaha,2003,10.66971916971917,51.11111111111111
US,Fort Wayne,2019,10.671841704718418,50.0
Switzerland,Geneva,1995,10.672602739726027,34.333333333333336
US,Sioux City,2015,10.674733637747336,46.44444444444445
US,Denver,2005,10.676103500761036,48.44444444444444
US,Peoria,2013,10.67640791476408,45.0
North Korea,Pyongyang,2002,10.677777777777779,42.83333333333333
US,Dayton,2014,10.677777777777779,47.55555555555556
North Korea,Pyongyang,2011,10.679901508156355,43.55555555555556
US,Seattle,2002,10.680246913580248,25.055555555555554
US,Allentown,2003,10.681623931623932,39.72222222222222
US,Colorado Springs,2018,10.682800608828005,40.0
US,Cleveland,2013,10.685844748858448,42.0
Austria,Vienna,2006,10.686301369863013,41.22222222222223
US,Grand Rapids,2010,10.690715372907155,40.166666666666664
Switzerland,Geneva,1998,10.695136965220069,32.05555555555556
US,Hartford Springfield,2007,10.695512820512821,41.11111111111111
Canada,Toronto,2012,10.696417729204615,42.88888888888889
US,Sioux City,1998,10.696675900277008,45.94444444444445
US,Yakima,2010,10.697108066971081,45.38888888888889
US,Albany,1998,10.697907048322561,41.888888888888886
US,Albany,2016,10.698391013964786,47.66666666666667
US,Allentown,2009,10.69993894993895,40.111111111111114
Belgium,Brussels,2009,10.700702075702075,35.333333333333336
US,North Platte,2016,10.701882210078931,47.111111111111114
US,Rockford,2017,10.70517503805175,48.05555555555556
The Netherlands,Amsterdam,2003,10.706088280060882,30.388888888888893
Switzerland,Bern,2009,10.708943833943835,34.611111111111114
US,South Bend,2016,10.70916818457802,47.333333333333336
US,Pittsburgh,2009,10.709554334554335,44.5
The Netherlands,Amsterdam,2004,10.7105343047966,30.166666666666668
Austria,Vienna,2011,10.710806697108067,34.55555555555556
US,South Bend,2007,10.71382783882784,47.111111111111114
US,Detroit,2018,10.717199391171993,47.38888888888889
Poland,Warsaw,2018,10.720837180670976,38.5
Belgium,Brussels,1998,10.721298861188059,29.72222222222222
Switzerland,Bern,2007,10.722222222222223,30.833333333333336
US,Chicago,2001,10.725114155251143,42.888888888888886
The Netherlands,Amsterdam,2009,10.727258852258853,29.222222222222225
Switzerland,Geneva,2005,10.72785388127854,33.611111111111114
US,Akron Canton,2006,10.730898021308981,40.44444444444445
US,South Bend,2001,10.731354642313548,39.66666666666667
US,Greensboro,2020,10.73217247097844,25.944444444444443
Kazakhstan,Almaty,2013,10.73226788432268,47.5
US,Boston,1995,10.733485540334856,45.055555555555564
US,Grand Rapids,2016,10.736490588949605,39.16666666666667
US,Cleveland,2015,10.742770167427702,45.611111111111114
US,Goodland,2010,10.743074581430745,45.33333333333334
Austria,Vienna,1998,10.74330563250231,37.16666666666667
Germany,Hamburg,1999,10.74830623306233,33.66666666666667
US,Lincoln,2014,10.753120243531203,50.22222222222222
US,Lansing,1998,10.753616497383812,39.5
US,Erie,2018,10.754946727549468,43.38888888888889
US,Hartford Springfield,2015,10.758143074581431,44.05555555555556
Switzerland,Geneva,1997,10.763013698630138,26.555555555555557
Canada,Vancouver,2006,10.7662100456621,32.27777777777778
US,Portland,2010,10.7662100456621,39.72222222222223
Switzerland,Geneva,2008,10.76697108066971,30.55555555555556
Uzbekistan,Tashkent,2020,10.771144278606966,30.388888888888893
US,Hartford Springfield,2019,10.776255707762557,47.5
US,Hartford Springfield,2001,10.778386605783867,41.777777777777786
US,Wilkes Barre,2019,10.77869101978691,46.777777777777786
Switzerland,Bern,2003,10.780379553106826,38.55555555555556
US,Eugene,2011,10.780517503805175,27.500000000000004
US,Rochester,2016,10.784001214329084,47.0
US,Pueblo,1996,10.78688524590164,50.16666666666667
Turkey,Ankara,2003,10.788280060882801,33.94444444444444
US,Buffalo,1998,10.789165897199139,37.22222222222223
US,Syracuse,1998,10.790704832256079,41.05555555555556
US,Elkins,2018,10.791780821917808,42.0
Austria,Vienna,2013,10.792389649923898,38.833333333333336
Germany,Frankfurt,1997,10.796373779637378,34.611111111111114
US,Rhode Island,1995,10.79786910197869,43.61111111111111
US,Eugene,2009,10.7991452991453,37.88888888888889
US,Des Moines,2001,10.799695585996956,49.833333333333336
Hungary,Budapest,2001,10.800152207001522,40.333333333333336
US,Hartford Springfield,2018,10.804261796042619,45.777777777777786
US,Wilkes Barre,2006,10.80441400304414,39.33333333333333
US,Erie,2006,10.80441400304414,39.55555555555556
US,Akron Canton,2011,10.806392694063927,42.55555555555556
US,Seattle,1996,10.806466302367943,32.111111111111114
Bulgaria,Sofia,2011,10.808675799086759,37.27777777777777
Germany,Hamburg,2011,10.809514304723887,29.555555555555557
Germany,Munich,2018,10.811755233494365,36.38888888888889
US,Lincoln,2018,10.812176560121765,53.388888888888886
US,Tulsa,2020,10.81592039800995,28.888888888888893
United Kingdom,Belfast,2011,10.818223443223443,21.944444444444443
US,Toledo,2010,10.81841704718417,41.0
US,Lincoln,2011,10.822983257229833,47.611111111111114
US,Boston,2015,10.823135464231356,42.77777777777778
US,South Bend,2006,10.8234398782344,43.833333333333336
US,Omaha,2004,10.823466909532485,48.5
US,Seattle,2007,10.824786324786325,31.444444444444446
The Netherlands,Amsterdam,2008,10.826636225266363,28.277777777777782
US,Toledo,2018,10.82785388127854,46.0
Romania,Bucharest,2005,10.828310502283106,41.83333333333334
Turkey,Ankara,2012,10.829993928354584,46.94444444444445
Austria,Vienna,2003,10.830593607305937,37.111111111111114
US,Bridgeport,2009,10.830731558004286,39.22222222222223
North Korea,Pyongyang,2013,10.830745814307459,45.5
US,Des Moines,2007,10.831043956043956,48.16666666666667
US,Cleveland,2007,10.832264957264957,45.05555555555556
Slovakia,Bratislava,1999,10.832875457875458,34.388888888888886
US,Dayton,2009,10.833638583638585,49.44444444444445
US,Omaha,2018,10.836681887366819,54.77777777777778
US,Salt Lake City,2011,10.83744292237443,41.55555555555556
US,Peoria,2003,10.838675213675215,43.72222222222222
US,Fort Wayne,2007,10.839743589743591,46.88888888888889
US,Indianapolis,1997,10.839878234398782,49.111111111111114
Switzerland,Geneva,1999,10.841269841269842,29.777777777777775
US,Detroit,1999,10.844627594627596,47.611111111111114
US,Erie,1999,10.846764346764347,41.33333333333333
US,Elkins,2015,10.84703196347032,42.16666666666667
US,Milwaukee,1998,10.847799322868575,44.333333333333336
United Kingdom,Belfast,2016,10.852262234533704,21.0
US,Toledo,1999,10.852411477411477,45.05555555555556
US,Boston,2007,10.852564102564102,42.94444444444444
Hungary,Budapest,1998,10.85328422344997,40.27777777777778
Hungary,Budapest,2011,10.853424657534246,36.0
Canada,Vancouver,2005,10.857838660578388,27.277777777777782
US,Lincoln,2010,10.85966514459665,50.0
US,Goodland,2002,10.861265432098765,47.333333333333336
Turkey,Ankara,1999,10.862332112332114,32.50000000000001
US,Fort Wayne,1999,10.862942612942614,51.44444444444444
Canada,Vancouver,1997,10.863165905631659,27.111111111111107
US,Toledo,2017,10.863318112633182,44.5
Belgium,Brussels,2016,10.867249846531616,29.555555555555557
US,Pueblo,2009,10.86843711843712,46.44444444444444
US,Bridgeport,1997,10.871537290715374,40.77777777777778
North Korea,Pyongyang,1997,10.871841704718417,44.16666666666667
US,Knoxville,2020,10.872719734660034,25.61111111111111
US,Rhode Island,2005,10.875190258751902,42.166666666666664
Belgium,Brussels,2001,10.881887366818875,29.888888888888893
US,Omaha,2010,10.883561643835616,51.5
US,Salem,2008,10.883685338230793,32.61111111111111
US,Erie,2017,10.887975646879758,37.72222222222222
Switzerland,Geneva,2002,10.88811942136042,31.444444444444446
US,Chicago,2010,10.88812785388128,42.66666666666667
The Netherlands,Amsterdam,2002,10.890120036934443,30.44444444444445
US,Hartford Springfield,2017,10.89041095890411,45.111111111111114
US,Fort Wayne,2001,10.892541856925419,40.0
US,Elkins,1998,10.894121268082488,34.83333333333333
US,Eugene,2007,10.895909645909647,28.72222222222222
US,Rochester,2006,10.896499238964994,39.88888888888889
US,Youngstown,2017,10.896803652968037,40.388888888888886
US,Springfield,1996,10.900702426564497,53.55555555555556
US,Chicago,2007,10.902203856749312,48.55555555555556
US,Sioux City,2005,10.903044140030442,49.38888888888889
Belgium,Brussels,2004,10.905434122647238,31.166666666666664
South Korea,Seoul,1996,10.9078627808136,37.94444444444444
US,Reno,1998,10.911511234225916,47.22222222222222
US,Goodland,2000,10.914845173041895,44.166666666666664
France,Paris,2010,10.915677321156775,32.50000000000001
Germany,Frankfurt,1998,10.91726275631855,36.55555555555556
US,Dayton,1995,10.920700152207003,45.16666666666667
US,Pittsburgh,1995,10.922222222222222,46.27777777777778
US,Hartford Springfield,2002,10.925771604938271,37.166666666666664
Canada,Vancouver,2010,10.926179604261796,29.111111111111114
US,Boise,2013,10.929832572298327,50.5
United Kingdom,London,2013,10.932572298325724,27.000000000000004
United Kingdom,Belfast,2017,10.933637747336377,20.61111111111111
US,Pittsburgh,2005,10.937747336377473,41.94444444444445
US,Yakima,2004,10.938221007893139,49.111111111111114
US,Dayton,2000,10.938372799028537,42.388888888888886
US,Fort Wayne,2011,10.939421613394217,49.38888888888889
US,Pittsburgh,2004,10.94140862173649,39.611111111111114
US,Portland,2012,10.941712204007287,40.5
US,Boston,2013,10.943074581430746,42.66666666666667
Belgium,Brussels,1995,10.945053272450533,32.77777777777778
US,Chicago,2005,10.946423135464233,44.72222222222223
US,Albany,2012,10.947024893746205,41.611111111111114
Switzerland,Geneva,2000,10.950971463266546,31.72222222222222
US,Portland,2006,10.952207001522071,41.94444444444444
US,Harrisburg,2003,10.952991452991453,37.16666666666667
US,Grand Junction,2008,10.95357686453577,43.77777777777777
US,Pittsburgh,2013,10.955251141552512,40.83333333333333
US,Lincoln,2003,10.955769819406184,51.38888888888889
US,Rhode Island,2013,10.95738203957382,41.22222222222222
US,Flint,1998,10.957833179439827,40.44444444444444
US,Rochester,2012,10.958409228901033,39.72222222222222
US,Reno,1997,10.958599695585997,41.72222222222222
Bulgaria,Sofia,2000,10.959775349119612,40.66666666666667
Canada,Vancouver,2003,10.962100456621005,23.277777777777775
US,Rhode Island,2019,10.963470319634704,44.277777777777786
Hungary,Budapest,2003,10.964590964590965,42.44444444444444
US,Elkins,2011,10.969558599695587,39.88888888888889
US,Denver,2006,10.970015220700153,49.94444444444445
The Netherlands,Amsterdam,2005,10.971385083713852,32.166666666666664
US,Detroit,2001,10.97351598173516,40.388888888888886
South Korea,Seoul,1995,10.974124809741248,36.888888888888886
US,Des Moines,2010,10.975190258751903,51.77777777777778
Switzerland,Geneva,2004,10.975865209471767,29.94444444444445
US,Eugene,2000,10.976017000607165,26.666666666666668
Turkey,Ankara,2009,10.976343101343103,35.66666666666667
US,Wilkes Barre,2015,10.978082191780821,43.833333333333336
US,Lansing,2012,10.978597449908927,43.666666666666664
US,Madison,2012,10.981785063752277,50.5
Austria,Vienna,2009,10.98550061050061,36.72222222222222
US,Denver,2018,10.986453576864536,44.611111111111114
US,Boston,2008,10.987484737484738,41.166666666666664
US,Fort Wayne,2018,10.98751902587519,50.05555555555556
US,Detroit,2010,10.9896499238965,39.888888888888886
Turkey,Ankara,2017,10.99193302891933,38.22222222222222
US,Omaha,2002,10.992283950617285,48.44444444444444
US,Denver,2015,10.993455098934552,42.38888888888889
US,Goodland,2004,10.99666059502125,45.72222222222223
Yugoslavia,Belgrade,1996,10.997115968427444,39.11111111111111
US,Goodland,1998,11.002000615574024,49.16666666666667
Slovakia,Bratislava,2006,11.004261796042618,43.55555555555556
The Netherlands,Amsterdam,2016,11.004450583179866,27.888888888888896
US,Hartford Springfield,2011,11.004718417047185,47.88888888888889
Slovakia,Bratislava,1998,11.007253086419754,35.44444444444445
US,Fort Wayne,2006,11.010350076103501,41.38888888888889
Croatia,Zagreb,1997,11.011882716049383,35.55555555555556
US,Seattle,2009,11.015415140415142,35.5
US,North Platte,2012,11.018214936247723,47.333333333333336
North Korea,Pyongyang,2006,11.018747850017201,42.611111111111114
US,Peoria,2000,11.020643594414086,46.77777777777778
The Netherlands,Amsterdam,2000,11.021402550091075,27.44444444444445
Poland,Warsaw,2019,11.025224388734138,35.5
Romania,Bucharest,1998,11.027470841006753,44.72222222222223
US,Allentown,2008,11.027472527472527,39.05555555555556
US,Eugene,1999,11.028772574227121,24.666666666666668
US,Chicago,1999,11.030219780219781,53.05555555555556
US,Toledo,2019,11.033181126331812,52.777777777777786
US,Toledo,2016,11.037188828172436,42.00000000000001
The Netherlands,Amsterdam,2015,11.037240537240537,28.777777777777775
Austria,Vienna,2002,11.03831948291782,35.88888888888889
US,Peoria,2019,11.039269406392695,53.83333333333334
United Kingdom,London,2012,11.039313904068003,26.944444444444443
Canada,Vancouver,1995,11.040639269406393,26.94444444444445
Germany,Bonn,1997,11.043785310734464,33.0
The Netherlands,Amsterdam,2011,11.045662100456623,26.277777777777782
US,Omaha,2000,11.046296296296298,46.94444444444444
Kyrgyzstan,Bishkek,2014,11.049892868074688,46.611111111111114
US,Portland,2018,11.051065449010656,47.66666666666667
US,Rhode Island,2015,11.051293759512939,42.44444444444444
US,Dayton,2004,11.05130540376442,45.611111111111114
US,Youngstown,2016,11.05327868852459,40.5
US,South Bend,1999,11.05448717948718,53.05555555555556
US,Allentown,2004,11.061323618700667,41.77777777777778
Austria,Vienna,2012,11.061930783242259,41.16666666666667
US,Pueblo,2008,11.064231354642315,47.333333333333336
US,Portland,1998,11.06448137888581,43.27777777777778
Romania,Bucharest,2004,11.065573770491802,38.0
US,Kansas City,1996,11.06845780206436,52.05555555555556
Belgium,Brussels,2015,11.070054945054945,28.72222222222223
US,Rockford,2016,11.070582877959927,46.8888888888889
US,Akron Canton,2015,11.070624048706241,45.388888888888886
Germany,Hamburg,2009,11.077149587750295,36.388888888888886
Romania,Bucharest,2003,11.077686202686202,40.111111111111114
US,Reno,1996,11.080601092896174,33.44444444444444
US,Omaha,2011,11.082648401826486,51.66666666666667
US,Goodland,1999,11.085775335775336,41.05555555555556
Serbia-Montenegro,Pristina,2000,11.086672738312082,50.888888888888886
US,Cleveland,2001,11.087519025875192,38.38888888888889
US,Omaha,2007,11.092490842490843,49.44444444444444
US,Seattle,2012,11.092592592592593,27.999999999999996
US,Elkins,2016,11.094717668488162,40.611111111111114
Germany,Bonn,1999,11.095302619692863,28.055555555555557
Germany,Hamburg,2005,11.101372288623285,29.611111111111107
United Kingdom,Belfast,1997,11.103174603174603,19.5
Slovakia,Bratislava,2011,11.105479452054794,38.44444444444444
US,Pueblo,2007,11.108058608058608,47.66666666666667
US,Milwaukee,2012,11.109744990892533,47.05555555555556
US,Lincoln,2002,11.11141975308642,46.611111111111114
North Korea,Pyongyang,2003,11.111571516267649,42.50000000000001
US,Colorado Springs,2016,11.11445051608986,43.72222222222222
US,Elkins,2012,11.114611872146119,44.333333333333336
US,Fort Wayne,2010,11.115829528158296,42.16666666666667
US,Cincinnati,1996,11.122495446265939,46.44444444444446
Turkey,Ankara,2013,11.122678843226788,34.5
US,Pittsburgh,2010,11.123744292237443,40.27777777777778
Turkey,Ankara,2015,11.126221001221003,40.66666666666667
US,Cleveland,2002,11.12716049382716,38.888888888888886
Romania,Bucharest,2011,11.128006088280062,38.111111111111114
Switzerland,Geneva,2012,11.128718882817244,36.0
Turkey,Ankara,1998,11.129116651277316,38.55555555555556
US,Spokane,2015,11.12937595129376,44.77777777777778
US,Denver,1995,11.132575757575758,40.44444444444444
Yugoslavia,Belgrade,2005,11.13744292237443,43.44444444444444
US,Toledo,2001,11.138508371385084,40.38888888888889
Germany,Frankfurt,2001,11.13940329218107,34.22222222222222
US,Nashville,2020,11.140132669983416,29.388888888888893
US,Hartford Springfield,1999,11.140415140415142,44.44444444444444
North Korea,Pyongyang,2009,11.141784037558686,42.333333333333336
US,Eugene,2013,11.141856925418569,40.833333333333336
Belgium,Brussels,2006,11.142161339421614,32.333333333333336
The Netherlands,Amsterdam,1999,11.143162393162394,26.500000000000004
US,Eugene,2001,11.146118721461187,24.833333333333332
US,Grand Rapids,1998,11.14742997845491,40.38888888888889
US,Colorado Springs,2017,11.149771689497717,41.55555555555556
US,Buffalo,2012,11.151032179720705,41.05555555555556
US,Boise,1996,11.151757689893284,44.72222222222222
US,Des Moines,1999,11.154304029304031,52.111111111111114
US,Salt Lake City,2009,11.15903540903541,42.55555555555556
Switzerland,Zurich,2018,11.163271604938272,36.66666666666667
US,Flint,2016,11.164996964177293,44.22222222222222
US,Toledo,2006,11.170319634703198,41.611111111111114
US,Grand Junction,1997,11.170776255707763,36.66666666666667
US,Cleveland,1999,11.170940170940172,45.666666666666664
Austria,Vienna,2016,11.1712580348944,33.55555555555556
US,Rhode Island,2007,11.171855921855922,39.72222222222223
The Netherlands,Amsterdam,2017,11.172450532724506,27.666666666666664
US,Denver,2016,11.173952641165757,46.94444444444444
US,Pueblo,2013,11.17427701674277,44.888888888888886
North Korea,Pyongyang,2018,11.176725471990096,47.833333333333336
US,Rockford,1998,11.17743921206525,43.88888888888889
Switzerland,Geneva,2016,11.178944137507674,28.27777777777778
Belgium,Brussels,1999,11.181013431013431,28.777777777777782
US,Detroit,2006,11.183257229832574,42.0
US,Salt Lake City,2002,11.18456790123457,45.05555555555556
Belgium,Brussels,2017,11.184627092846272,28.444444444444446
Kazakhstan,Almaty,2017,11.184627092846272,43.277777777777786
US,Yakima,1998,11.18497999384426,44.44444444444445
US,Pueblo,2001,11.18523592085236,43.888888888888886
Germany,Hamburg,2003,11.186649099692577,40.22222222222223
US,Goodland,2001,11.186910197869103,42.05555555555556
US,Peoria,2004,11.188221007893139,45.72222222222222
Belgium,Brussels,2005,11.189041095890412,29.888888888888886
Belgium,Brussels,2007,11.191697191697191,27.388888888888893
US,Flint,2012,11.19353369763206,44.0
US,Elkins,2005,11.198021308980213,38.5
US,Detroit,2017,11.198934550989346,43.111111111111114
US,Yakima,2012,11.202337583485125,43.11111111111111
Switzerland,Geneva,2007,11.202991452991453,30.22222222222222
US,Pittsburgh,2018,11.20517503805175,44.05555555555556
US,Portland,2015,11.210045662100457,48.44444444444445
Croatia,Zagreb,1996,11.210543877210544,38.27777777777778
Slovakia,Bratislava,2013,11.211719939117199,38.111111111111114
US,Wilkes Barre,2017,11.215981735159819,38.33333333333334
US,Grand Junction,2014,11.219939117199392,42.88888888888889
US,Eugene,2017,11.219939117199392,33.66666666666667
US,Lincoln,2004,11.225713418336369,49.05555555555556
US,Eugene,1996,11.227900552486188,30.72222222222222
Hungary,Budapest,2016,11.230509515039902,36.833333333333336
US,Bridgeport,2014,11.233485540334856,39.111111111111114
US,Salt Lake City,2008,11.234126984126986,42.72222222222222
Hungary,Budapest,2017,11.234246575342466,43.55555555555556
US,Youngstown,2012,11.235124468731026,38.16666666666667
Yugoslavia,Belgrade,1997,11.235768645357687,35.72222222222223
Slovakia,Bratislava,2009,11.237484737484738,36.55555555555556
US,Dayton,2005,11.238812785388129,43.33333333333333
US,Toledo,2002,11.239660493827161,41.5
US,Seattle,2010,11.240182648401827,34.27777777777778
US,Grand Junction,2011,11.241400304414004,47.77777777777778
US,Akron Canton,2018,11.24261796042618,45.16666666666667
Croatia,Zagreb,2005,11.243531202435312,39.33333333333333
US,Rhode Island,2008,11.243894993894994,39.66666666666667
United Kingdom,London,2001,11.244596651445969,25.72222222222222
US,Indianapolis,2013,11.246727549467275,41.55555555555556
US,Allentown,2013,11.248401826484018,40.72222222222222
US,Elkins,2017,11.252054794520548,37.888888888888886
North Korea,Pyongyang,2017,11.252511415525115,42.27777777777778
US,Des Moines,2011,11.253272450532725,50.333333333333336
Turkey,Ankara,2016,11.256445672191528,42.05555555555556
Slovakia,Bratislava,2003,11.258494031221304,37.166666666666664
US,Allentown,2001,11.259969558599694,37.16666666666667
US,Cleveland,2011,11.261035007610351,43.333333333333336
US,Harrisburg,1996,11.267000607164542,40.0
US,Grand Junction,2009,11.269383394383395,48.666666666666664
US,Boise,2008,11.270909645909647,42.166666666666664
South Korea,Seoul,2005,11.27427701674277,41.333333333333336
US,Chicago,2006,11.275799086757992,47.833333333333336
Hungary,Budapest,2013,11.276255707762559,36.277777777777786
US,Cleveland,2006,11.276407914764079,40.611111111111114
US,Eugene,2006,11.2765601217656,31.277777777777782
US,Allentown,1995,11.276712328767124,43.05555555555556
US,Pittsburgh,2007,11.282051282051283,44.55555555555556
US,Boise,2002,11.283333333333333,40.888888888888886
US,Boise,1995,11.284779299847793,37.55555555555555
France,Bordeaux,2020,11.284825870646767,19.166666666666668
Belgium,Brussels,2000,11.286126290224653,28.333333333333332
US,Indianapolis,2003,11.286782661782661,43.611111111111114
US,Eugene,2002,11.290123456790125,26.999999999999996
US,Pittsburgh,1999,11.290445665445667,43.388888888888886
Belgium,Brussels,2003,11.2910197869102,34.5
Serbia-Montenegro,Pristina,2001,11.291358024691359,42.666666666666664
United Kingdom,Belfast,2014,11.292011019283747,22.166666666666668
US,Pittsburgh,2019,11.292085235920853,47.833333333333336
US,Rhode Island,2001,11.296042617960426,37.83333333333333
Belgium,Brussels,2002,11.296398891966758,28.888888888888893
US,Salem,2000,11.298477929984779,26.944444444444446
US,Boise,2005,11.30213089802131,44.111111111111114
US,Pueblo,1998,11.302400738688828,48.611111111111114
Croatia,Zagreb,1998,11.305711610486892,37.277777777777786
Austria,Vienna,2017,11.306392694063929,38.05555555555556
US,Goodland,2017,11.307153729071539,44.111111111111114
US,Portland,2016,11.307832422586522,46.611111111111114
US,Boston,2017,11.308980213089804,43.55555555555556
Slovakia,Bratislava,2016,11.30923879680786,35.27777777777778
US,Eugene,2005,11.31019786910198,28.444444444444446
North Korea,Pyongyang,2008,11.310897435897436,41.66666666666667
US,Seattle,1997,11.314003044140032,25.5
Kyrgyzstan,Bishkek,2012,11.316636308439586,51.277777777777786
US,Dayton,2013,11.318721461187216,41.33333333333334
US,Pittsburgh,2001,11.319330289193303,36.5
US,Salt Lake City,2004,11.319368548876746,42.0
South Korea,Seoul,2000,11.31982392228294,39.05555555555556
Slovakia,Bratislava,2002,11.321329639889196,38.66666666666667
US,Lubbock,2020,11.32172470978441,32.888888888888886
US,Goodland,2003,11.326007326007327,48.83333333333334
US,Boise,2011,11.326484018264841,39.388888888888886
US,Des Moines,2005,11.326484018264841,49.33333333333333
Switzerland,Geneva,2009,11.330433455433457,35.05555555555556
US,Salem,2011,11.334703196347032,28.27777777777778
US,Salem,1996,11.3416500332668,34.27777777777778
US,Pittsburgh,2006,11.343226788432268,40.777777777777786
Germany,Frankfurt,2002,11.34625322997416,35.27777777777778
Kyrgyzstan,Bishkek,2011,11.346270928462708,50.16666666666667
US,Boston,2001,11.349010654490106,39.05555555555556
US,Topeka,1996,11.349162861491628,51.0
US,Chicago,2016,11.350485731633274,47.333333333333336
US,Seattle,2005,11.353424657534246,25.66666666666667
US,Goodland,2006,11.353729071537291,49.16666666666667
US,Lincoln,2000,11.355039465695203,49.16666666666667
US,Yakima,2013,11.35509893455099,44.72222222222223
South Korea,Seoul,2001,11.356532356532357,47.888888888888886
The Netherlands,Amsterdam,2006,11.356773211567733,28.944444444444446
US,Pueblo,2014,11.36088280060883,50.55555555555556
Romania,Bucharest,2006,11.36103500761035,43.27777777777778
US,Bridgeport,2004,11.362252663622527,41.27777777777777
US,Peoria,2010,11.368797564687977,46.66666666666667
Switzerland,Geneva,2017,11.369406392694064,32.83333333333333
Switzerland,Geneva,2003,11.371336996336996,33.38888888888889
The Netherlands,Amsterdam,2019,11.37325905292479,30.055555555555554
Tajikistan,Dusanbe,1995,11.373436350257542,27.66666666666667
Belgium,Brussels,2011,11.375342465753425,28.000000000000004
US,Fort Wayne,2017,11.379604261796043,44.888888888888886
US,Boston,2002,11.38179012345679,36.55555555555556
US,Peoria,2018,11.383561643835616,51.333333333333336
US,Pueblo,2019,11.385692541856926,44.27777777777778
Hungary,Budapest,2009,11.388431013431013,39.33333333333333
US,Allentown,2007,11.390567765567766,40.888888888888886
France,Paris,2013,11.390873015873018,32.27777777777778
Belgium,Brussels,2019,11.391055400804705,31.833333333333336
US,Syracuse,2012,11.394505160898603,44.94444444444444
United Kingdom,London,2008,11.397869101978692,23.94444444444445
US,Akron Canton,2019,11.399086757990869,48.33333333333333
US,Salt Lake City,2010,11.399695585996955,41.22222222222223
US,Sioux City,2016,11.401639344262295,52.05555555555556
US,Rhode Island,2002,11.402314814814817,37.16666666666667
US,Omaha,1999,11.403693528693529,50.611111111111114
US,Indianapolis,2008,11.404456654456656,42.22222222222223
Italy,Milan,1996,11.409077109896783,33.55555555555556
US,Allentown,2005,11.409284627092847,43.66666666666667
Canada,Vancouver,1998,11.410433979686058,31.5
US,Pueblo,2011,11.411477411477414,48.72222222222223
US,Wilkes Barre,2016,11.412568306010929,44.277777777777786
North Korea,Pyongyang,1999,11.413682277318642,41.27777777777777
US,Bridgeport,2007,11.417513080947986,37.277777777777786
Hungary,Budapest,2012,11.423193685488767,42.72222222222223
US,Eugene,2012,11.424104432301155,25.944444444444446
US,Cleveland,2018,11.425266362252664,45.33333333333333
